url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,web_traffic,dns_record,google_index,page_rank,status
http://xfinitypartnerportal.com/,32,24,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,20,20,0,20,20,0,20.0,20.0,0,0,0,0,0,0,0,0,0,100.0,0,100.0,0.0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-1,alive
https://webmail.polyfilm.at/owa/auth/logon.aspx?url=https%3A%2F%2Fwebmail.polyfilm.at%2Fowa&reason=0&s=0027769C3DA7F261181E2F26A0E14530D1E71B97,143,19,1,5,0,0,1,2,0,3,0,0,4,5,0,1,0,0,0,0,0,0,0,1,0,0.23776223776223776,0.0,0,0,1,0,0,3,0,0,0,2,0,18,4,1,7,1,40,8,40,6.388888888888889,7.5,6.25,0,0,0,0,0,0,0,0,100.0,0,100.0,0.0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-1,alive
https://portal-tmo.dc7bycecolo.com/users/sign_in,48,26,0,2,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.020833333333333332,0.038461538461538464,0,0,0,0,0,2,1,0,0,1,0,6,0,2,3,2,11,11,5,5.166666666666667,6.666666666666667,3.6666666666666665,0,0,0,0,0,0,0,0,100.0,0,100.0,0.0,0,0,0,0,0,0,0,1,1,1,-1,0,0,1,-1,alive
http://about-helper.ml/,23,15,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,2,0,5,5,0,6,6,0,5.5,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,-1,alive
http://moneysaved.earthlink.serverguy.cloud/,44,36,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,9,0,10,10,0,9.333333333333334,9.333333333333334,0,0,0,0,0,0,2,0,1,75.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,1,-1,0,0,1,-1,alive
https://autodiscover.fhkybernet.com/owa/auth/logon.aspx?url=https%3A%2F%2Fautodiscover.fhkybernet.com%2Fowa%2F&reason=0,119,27,0,5,0,0,1,1,0,2,0,0,5,5,0,1,0,0,0,0,0,1,0,1,0,0.05042016806722689,0.0,0,0,1,0,0,3,0,1,0,2,0,17,1,1,10,1,14,12,14,5.352941176470588,11.0,4.6,0,0,0,0,0,0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,0,0,1,-1,alive
https://orangegrandpublic.rdv-04.ovea.com/directory/index.html?domain=orangegrandpublic.rdv-04.ovea.com&mb=orangegrandpublic,124,33,0,7,2,0,1,1,0,2,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.03225806451612903,0.06060606060606061,0,0,1,0,0,3,1,0,0,1,0,15,0,2,2,2,17,17,17,6.533333333333333,6.5,6.545454545454546,0,0,0,0,0,0,0,1,92.3076923076923,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,1,-1,0,0,1,-1,alive
http://instaauthentication.ml/?i=1,34,22,0,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.029411764705882353,0.0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,19,1,19,19,1,7.0,19.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,-1,alive
https://login.windows-ppe.net/common/oauth2/authorize?client_id=996def3d-b36c-4153-8607-a6fd3c01b89f&redirect_uri=https%3A%2F%2Faccountants.dynamics-tie.com%2Fremote-sign-in&response_type=code id_token&scope=openid profile&response_mode=form_post&nonce=637362086016172837.YzdhNTkzNmItMzZlZC00N2Y0LWFiOWYtNDJkNWMwYzdhMTkzMDI2NGYxNDYtNzc0NS00MmY0LTg5NGEtMzRiMGRlMjE3Njk2&nux=1&msafed=0&state=CfDJ8NgTnUC6UnlFgzjSBdJUlDwbdB5hqW_3I3O0nuzhoop6VrtBwAHxdcQp9ro-TQteS_l16_eeuNLUaJdXacDOmTvg7hCHWv8oazCdqRJtjYKr04H5t2qaAKauOrHA9mAFKb3cZjdF2g_iu6Tv7MP41MYOhDruZOKIR1utviUW-MswzB4IRBx_5LyJXrX16ZVx9uNXCNHiCq5rjLX33-LpwS2y40HT2LbBXBCpjMTXmqGHTejPnbCYbL-ObENeg4-FwFEaI-5rrIHcqPEfjh5ucf3m0UjQpq84VvxFGKc7Uk9TH_t39ycRlVwCFXH_V0hyObTnawi1AlNjQQHWc_JxWPTn7gVOebw_ODAKZxMryy6zh5eoEuSzkPPBQfKO6RXGIsL4Z6LXIaIxwg-PgFjwAyI&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=5.5.0.0,853,21,1,8,19,0,1,10,0,11,17,0,4,5,0,1,0,0,0,2,0,2,0,1,0,0.13833528722157093,0.0,0,0,1,0,0,3,1,0,0,2,0,73,19,1,3,1,96,7,96,10.534246575342467,5.0,10.771428571428572,3,0,0,0,0,2,0,1,25.0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-1,alive
https://www.orange-business.com/fr/infographie-teaming,54,23,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,1,0,6,4,2,3,2,11,8,11,6.166666666666667,5.666666666666667,6.666666666666667,0,0,0,0,0,0,0,0,100.0,0,100.0,0.0,0,0,0,75.0,0,0,0,1,1,1,-1,0,0,1,-1,alive
